10,"15년 전 본 영화인데도 불구하고,제가 손에 꼽는 영화 중에 하나예요. 공포영화인데도 무섭기만한게 아니고 슬픈 느낌도 있고 영화 배경이나 색감, 전체적인 풍경, 소품까지 세세하게 연출한게 아름다웠어요. 러시아 그룹 ..."
7,마지막 '돌이킬 수 없는 걸음'이 나올 때 휘몰아치는 여운은 정말 최고였다
10,TV 다시보기로 봤는데 스토리도 좋고 무섭기도 하고 재밌음
10,내가 초딩때 지역 회관에서 관람 했는데 거기있던 사람만 합쳐도 25명 넘었을꺼다 네이버 일해라!
10,어렸을때 tv에서 많이 틀어줘서 봤는데 지금보니까 이만한 공포영화는 없을 거임.
10,이 영화의 장르는 공포가 아니다. 공포를 가장한 예술영화이다.
10,임수정이 너무이뻐서 임수정 때문에 봤다가 이 영화로 나는 김지운의 팬이 되었다. 대부분 인생 최고의 공포영화라 하는데 나에게는 모든 장르를 통틀어 인생 최고의 영화였다.
10,깊은 해석을 모르고 봤었을 때와 그 해석을 깨닫고 보았을 때의 들여다보는 이 영화는 그 무엇보다 많은 것이 담겨져 있었다.
10,애기땐 아무것도모르고봤느데커서보니까 또 다르네
6,관객수가 25명...?
8,재개봉 해주세요 10자
10,소리만 지르는 공포영화와 다르다
9,시1팡 엄마 무서워ㅠㅜㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
10,우리나라공포영화 좀 이작품처럼 만들어라
10,공포영화 중에서 제일 마음에 들었음. 세트장 인테리어도 예뻤고 배우들 연기도 좋았다.이게 벌써 14년 전 영화..ㄷㄷ
10,새벽에 불다끄고 이어폰 끼고 봤다가 닭될뻔ㅠㅠㅠ
10,내 인생 최고의 공포영화.요즘도 가끔 생각날 때 다시 보곤 한다.
10,완전히 이해하고 본 이 영화는  복잡한 시간 편집 속에 정말 지독하다  다양하게 해석 하도록 만들어진 이 영화는 인테리어 하나 까지 모두 감독의 계산이 얼마나 철저했는지 알수있다
10,"전설! 감히 한국 공포의 전설이라고 말하고 싶어요.... 깊은 여운, 평생 잊지 못할 거예요!"
10,언니가 기회를놓친게 너무아쉽고 답답한영화
10,제 인생 공포영화중에 최고의 영화입니다. 진짜 최고.. 모든게 만점..
10,"한국 공포물 올타임 넘버원(개인적인 차가 있을 수는 있음). 연기, 미장셴, ost, 스토리 중 어느 하나 부족한 것이 없다."
10,마지막 장면은 정말 두고두고 기억나는 몇안되는 명장면이다.
8,내가 머리가 안좋아서 그런가 재밌었는데 이해하기가 오래걸렸다.
10,
9,
10,두고두고 회자될 좋은 영화
10,무섭다기보단 너무 슬펐습니다 어렸을 때 봤는데 그때부터 공포영화 하면 제일 먼저 떠오릅니다 연출 너무 좋아요 ㅠㅠㅠㅠ
10,
10,누가 공포래요.. 너무 슬프잖아..
10,어릴땐 그냥 단순 공포영화로만 봤는데 커서 다시보니 연출 영상미 내용 모든게 완벽한
10,
10,영화 후기 처음으로 써본다. 최고다.
8,공포의 정의를 다르게 바라보는 시선
10,"스토리 정말 탄탄하고 너무 무서운데, 뭔가 예뻐요.전 2번 봤는데, 2번째 봤을땐 처음 봤을 때랑 또다른 매력이 있네요.공포영화 중에선 진짜 잘 만든 영화에요!!"
10,후하게 10점할게요. 공포영화 잘보는편으로써 무섭다기보다 슬프거나 우울했어요. 재밌습니다.
10,아직까지도 이 영화는 내가 본 공포영화중에 최고다. 숨막히는 연기 공포영화에서 보기힘든 아름다운 영상미 상상력을 자극하는 스토리 가슴이 아려오는 엔딩의 배경음악 완벽하다고 생각한다.
10,말해 무엇 명작 ㅠㅠ
6,..좋은작품입니다 연기 스토리 연출 모두 좋습니다
10,음악....대박....
10,진심으로 내 인생  최고의 영화
8,결말은 어느정도 예측했지만 이 정도면 수작이다. 브금이 사기
7,소름과 슬픔이 교차하는구나.
10,무료길래 아무 생각없이 봤는데 이런 개띵작도 없다... 존나 재밌음 스토리 탄탄 반전 공포 분위기 조성
10,열번이상 풀로 본 영화는 이게 처음이자 마지막
10,진짜 인생영화..노래도 띵곡이어서 5번 넘게봄
10,"임수정 배우님 너무 귀엽고 예쁘시고, ㅠㅠㅠㅠ 진짜 사랑입니다 ㅜㅜㅜ"
10,개봉했을때 극장에서 봤던영화. 영화정보가 잘못됐었나봐요. 당시 삼백만명 넘게 봤어요. 최고의 공포영화!
10,개인적으로 김지운감독님 작품중 이게 최고
10,말이 필요없는 최고의 명작
10,웰메이드 공포 영화. 끝나고 엔딩 OST 곡명 찾아보고 한번 더 소름..
10,이렇게 스토리 탄탄한 공포영화 일줄은...
10,이 영화를 왜 이제 봤지? 마지막 임수정의 스틸컷과 음악을 들으며 심장 멎는줄ㄷㄷㄷ
10,아마도 영원한 내 인생영화
10,재밋는데ㅔ요 ㅠㅠㅠㅠ
10,Ost 제목 알고 마지막 부분 다시봤더니 진짜 소름이다
7,한국 공포영화 중 몇 안 되는 수작. ( 장화홍련 / 기담 / 불신지옥 )
10,미친...오진다..
10,한국 공포영화 1등 스토리 연출 결말 등 다 대단
10,기존 고전소설보다 나은 수작이다.
10,영화관에서 본 처음이자 마지막(이 될 것 같은...) 공포영화....
10,"오랫만에 명작보고싶어 봤는데 볼때마다 새롭다. 한국 공포영화의 새로운길을 열어준 최고의 영화. 아름답고 슬픈 공포. 스토리 ,연출, 색감, 의상, 음향, 연기, 뭐하나 빠지는게없다."
10,2018다시봤다 절대 뒤떨어지지 않는 영화!
10,명작..왜 이제야봤지
10,재개봉 해주세요! 10자
10,이건 스토리 다알고보면 더무섭더라 영상미음악 너무나좋았다
10,이 영화는 두 번 보면 더 재밌다
10,여전히 우리나라 공포영화 워탑 미쟝센이 압도하는 영화
10,우아한 공포 잊을수없는 수작
10,절제된 공포  도저히 14년된 작품이라 느껴지지 않을정ㅇ도로 고급스러운 영화 스토리라인을 따라서 긴박하게 스토리가 흘러간다 배우들의 연기또한 수준급 꼭 볼만한 영화
10,중학생때보고 10년이 지난 지금봐도 세련되고 음산한영화 몇번을 ㅈ봐도 안질린다
10,반전때 소름 10초간 돋음
7,김지운이라는 감독의 작품을 처음 본 것이 악마를 보았다 였다.. 그 이후로 다시는 김지운 감독의 영화는 보지 않기로 했는데 워낙 유명해서 한번 봤다. 장르 내에서의 완성도에서 높게 점수를 준다. 하지만 김지운 영화는...
10,"이거 학창시절때 10번은 넘게 본 영화다!지금봐도 한국의 공포, 스릴러 명작이다."
10,너무도 슬프고도 가슴아픈 공포...
10,슬픈공포 여전히 음악도 즐겨 듣는 작품~♡
10,극강의 미쟝센. 느와르에 달콤한인생이라면 공포에는 장화홍련이다. 단순한 공포를 넘어 하나의 슬픈동화같은 영화
10,"장화,홍련을 아냐구요? 제가 아는 한국 공포영화 중에 최고였어요!"
8,예측 할 필요없이 몰입감이 아주 좋다. 미쟝센을 이용한 스토리텔링 방식이 그런 이유겠지. 결말에 대한 사전설명은 애초에 없었기에 예측 할 필요가 없겠지...
10,아름답게 무서운 영화. 공포영화지만 컷 하나하나가 다 예쁘다.
10,가장 아름다우면서도 가장 처연할 수 있다는게 무엇인지 느끼게 해준 영화
9,잔잔한 슬픔에 잠긴 공포
10,명작중에명작 무슨말이필요함
10,한국 공포 영화의 최정점
10,조조할인시절 개봉일 처음으로 줄서서 들어갔던 영화 사람이 너무 많아서  석착순으로 들어가고 영화관 바닥에 앉아서도 보고 서서도 보는 내생에 처음보는 관경을 준 영화 아름다운 공포 아직도 생생한 bgm can you ...
9,모든 방면에서 새롭게 다가간 제대로 만든 한국 공포 영화
9,한국 공포영화 중 몇 안되는 수작이라 생각함. 경쾌하면서도 슬픈 느낌을 주는 배경음악은 아직도 잊혀지지가 않음.
10,김지운 감독이라 이 정도의 공포영화가 가능한 것 같다한국영화에서 보기드문 공포영화 수작. 아직도 잊히지 않는 수미의 가슴 아픈 가정사..한동안 그 슬픈 여운이 떠나가지 않았던 기억이 남아 있다.
10,"배우들의 주옥같은 연기부터 영화의 분위기, 영상미, 음악까지 완벽 그 자체.."
10,내 인생영화.. 연기연출미술음악 모두 좋았음
10,한국 공포영화중 꼭봐야하는 영화
7,잘 짜여진 스토리지만 작은 복선들(알아 차리지 못한다면)이 루즈하게 중반까지 이끌어감으로써 몰입도가 떨어진다. 정체를 알고 본다면 더 집중하며 재밌게 볼 수 있을듯..
10,배우들의 연기와 화면연출 그리고 음악.. 영화과 끝나자마자 다시 보고싶게 만드는 소름돋는 반전니 진짜... 하..이 영화 한 다섯번은 봣는데 갑자기 또 보고싶어서 오늘 한 번 더 봤음. 다시 봐도 좋다
10,진짜12세관람가능인데도불구하고스토리도좋고b반전짱이다
10,영화를 보고나니 포스터가 상당히 의미심장하게 느껴진다
10,지금봐도 세련된 공포와 미장센
10,예전엔 다이해안가는거투성이라 노잼이엇는대 나도다컷고 내용을이해하니 너무슬프다 ㅠㅜ 배경음악이랑너무잘맞는다 연기도다너무좋앗고
8,"영상, 음악, 스토리, 미술, 연기까지...수작"
9,옛날 극장에서 봤을땐 공포영화라는데에만 너무 중점을 두고봐서 이게뭐야 시시해 했는데 시간이 지나고 나니 영화 장면장면이며 배경음악이며 잘 짜맞춘 스토리하며  잘만든 영화같단 생각이 든다.
9,나는 이거 아직도 완벽하게 이해못함 ㅠㅠ
9,한국 공포영화 중에서 최고의 명작인거같다.공포영화지만 이야기자체가 슬펐다.마지막 반전조차 슬펐고 음악도 너무 잘 맞았다.무엇보다 문근영이 진짜 귀엽게 나왔다. 왕년의 국민여동생!
10,한국영화중.. 가장   잔인하게아름다우며.. 절제된 공포와  슬픔을 지니고있는영화.   난  아직도 엔딩의  수미가 물장구 치고있는 장면이  떠올라 눈물이 날것같다...
10,내가 가장 좋아하는 영화 중 한작품. 단연컨데 한국에서 공포물을 이정도 퀄리티로 만들 수 있는 감독은 김지운감독 한사람일듯. 최고다. 그리고 매번 볼때마다 느끼는 점이지만 염정아의 몰입력 깊은 연기 또한 정말 사람 ...
10,난 개인적으로 장화홍련의 분위기를 굉장히 좋아한다. 예술적이면서도 신비스러운? 한국 공포영화는 진부한걸 떠나서도 스토리가 앞뒤가 안이어지고 억지로 짜맞춘듯 엉망인데 장화홍련은 스토리 전개가 깔끔해서 좋다. 그리고 문...
9,"배우들의연기력,작품성,브금,화면도 너무 좋았다. 하지만 최고의 반전은 ""공포영화""는 절대 아니라는거...."
9,"일단 예쁘다... 양수리에 지었다는 집도, 김지운 감독의 연출과 미장센도, 이병우의 음악도, 그리고..... 배우도 ㅋ"
10,어렸을때 봤을땐 지루했는데 지금보니까 느낌이 다르다 GOOD
8,잘 만든 공포영화. 한가지 아쉬운 점은 미술부분. 너무 신경쓴 나머지 작위적인  느낌을 줌.
8,슬픈 영화라고 생각하면 훨씬 와닿는다. 그리고 이거 알고보면 복수극이다. ㅋㅋㅋ
9,문근영 존나이쁘다 이때가 레전드엿구나
10,다시보고싶은 최고의 영화였습니다. 새엄마가 한짓이 수미였다니 좀 반전이네요
6,빛좋은 개살구
6,관객을 배려하지 않은... 배경 음악과 배우들의 연기가 영화를 살렸다
8,"결론은, 가정 불화로 인해 피해보는 것은 자식들. 자식이 무슨 죄? 참 불쌍하다 그뿐."
6,그냥 내용도 모르겠고 그런영화.
6,임수정과 문근영만 기억에 남는 영화.. 스토리가 너무 지루하고 억지스러운 복선
4,억지라해도좋다.. 난왜 '성스러운 피'가 생각났을까?화면은좋았지만줄거리는... 별루.
10,엄마가 되고 싶었던 딸아이의 슬픈 이야기..
2,조잡한 구성. 느리다. 심심하다. 따분하다. 무료하다.
9,진정 아름다운 정신분석학적 호러
2,중간쯤 보니까 엔딩이 보이더군;
2,어두운 분위기.조용함.음산한 분위기 뭐가뭐야
8,"한번쯤 볼만한 가치가 있음,"
10,모든게 완벽한 작품컨저링은 아무것도 아님
10,공포와 슬픔을 모두 잊을 수 없는 영화.. 이런 영화를 다시 만나고 싶다..
10,한국공포영화  원톱 ㅇㅈ
10,"이 영화가 딱 20년만 나중에 나왔더라면.. 기생충, 올드보이와 같이 또 다른 상들을 휩쓸지 않았을까 하는생각."
10,요즘 다운받아보시는분들 어디서 보시나요? 구글플레이나 네이버나 웨이브같은데서 정식으로 다운받고싶은데 ㅜ..
10,명작입니다 지금봐도 뛰어난 영화
10,마지막 장면을 보고 난 후 OST 제목이 돌이킬 수 없는 걸음이라는 것을 알았을 때의 충격.
10,돌이킬수없는 걸음..
10,"한국공포영화 중 최고! 스토리,영상미,연기,연출,미술 뭐 하나 빠지는게 없다!"
10,스토리도 좋은 명작공포영화
10,"한국의 공포영화적인 시나리오와  연출,편집,음향까지 극대화로 시킨 영화이니까요 , 추천할만한 공포영화입니다"
10,줄거리 연기 ost 다 좋다.. 마지막 노래 나올때는 소름..
10,희대의 명작 돌이킬 수 없는 걸음은 잊을 수가 없음
10,내용도 내용이지만  이런 캐스팅이 또 나올 수가 있을까; 문근영 임수정 염정아 한창 물 올랐던 시절...
9,공포는 거들뿐. 아직까지도 여운이 가시질 않는다
10,"10점이다,...."
10,상상할 수 있는 가장 큰 슬픔. 눈물조차 나오지 않을 정도로 슬픈.
